DIRETORIA REGIONAL,MUNICÍPIO,CÓDIGO CENSO,UNIDADE ESCOLAR,MERENDA ESTADUAL/FEDERAL SALDO ANTERIOR,MANUTENÇÃO SALDO ANTERIOR,MERENDA ESTADUAL/FEDERAL RECEITA,MANUTENÇÃO RECEITA,MERENDA ESTADUAL/FEDERAL DESPESA,MANUTENÇÃO DESPESA,MERENDA ESTADUAL/FEDERAL SALDO ATUAL,MANUTENÇÃO SALDO ATUAL,LATITUDE,LONGITUDE
METROPOLITANA VII,SAO JOAO DE MERITI,33104301,CIEP 400 OSWALD DE ANDRADE,"8722,22","2290,57","29940,07",11852,"32818,36",12112,"5843,93","2030,57",-22.7735996246338,-43.3903007507324
METROPOLITANA VII,SAO JOAO DE MERITI,33093202,EE PRACA DA BANDEIRA,"10007,52","1008,58","12048,4",5128,"7638,12","3081,79","14417,8","3054,79",-22.773099899292,-43.3745994567871
METROPOLITANA VII,SAO JOAO DE MERITI,33093210,EE PROFESSOR ALFREDO MAURICIO BRUM,"1942,63","822,36","11611,6",1914,"13248,03","1091,19","306,2","1645,17",-22.7924003601074,-43.4002990722656
METROPOLITANA VII,SAO JOAO DE MERITI,33092508,EE PROFESSORA ODYLA DO COUTO,"5640,36","2592,59","13364,14","4372,06","13239,99","5575,29","5764,51","1389,36",-22.7940006256104,-43.3736000061035
METROPOLITANA VII,SAO JOAO DE MERITI,33093482,EE SAO FRANCISCO DE ASSIS,"2706,59","2500,56","10264,8",3384,"1462,35","3603,39","11509,04","2281,17",-19.7728996276855,-44.1617012023926
METROPOLITANA VII,SAO JOAO DE MERITI,33104328,EE VILAR DOS TELES,"5351,9","6419,17","17073,6",6048,16985,"5953,5","5440,5","6513,67",-22.7789993286133,-43.3512992858887
NOROESTE FLUMINENSE,APERIBE,33004749,CE LOURENCA GUIMARAES,"2727,53","3410,4","10793,81",4260,"8008,62",4260,"5512,72","3410,4",-21.6259002685547,-42.0999984741211
NOROESTE FLUMINENSE,APERIBE,33095647,CIEP 419 BENIGNO BAIRRAL,"1943,09","2255,79","8952,63",7014,"9334,21",5852,"1561,51","3417,79",-21.6294002532959,-42.1027984619141
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000115,CE ALCINDA LOPES PEREIRA PINTO,"2166,8","8714,93","34697,82",13542,"19392,14","7235,06","17472,48","15021,87",-20.4694995880127,-41.7597999572754
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000158,CE EUCLIDES FELICIANO TARDIN,"1373,36",44,"24684,8",9744,"21073,23",9752,"4984,93",36,-21.1371002197266,-41.676700592041
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000026,CE GOVERNADOR ROBERTO SILVEIRA,"13527,59",0,11248,4440,"11011,31",4440,"13764,28",0,-21.135799407959,-41.6811981201172
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33518220,CE LUIZ TITO DE ALMEIDA,"3505,98","6800,74","4651,2",2000,"5804,62","5450,38","2352,56","3350,36",-20.9582004547119,-41.7355003356934
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000670,CE MARIA DA CONCEICAO PEREIRA PINTO,"599,78","185,38","4620,8",2000,"4725,59",1830,"494,99","355,38",-21.2390003204346,-41.4950981140137
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000042,CE PADRE MELLO,"10,75","522,71","18635,2",7356,"18558,08",7876,"87,87","2,71",-21.135799407959,-41.6719017028809
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000662,EE MARCILIO DIAS,"9502,86","382,12","6945,6",2000,"10078,8","2229,8","6369,66","152,32",-18.2749004364014,-42.6744003295898
NOROESTE FLUMINENSE,BOM JESUS DO ITABAPOANA,33000360,IE EBER TEIXEIRA DE FIGUEIREDO,"20399,36","6102,68","35466,99",12036,"42773,04","7250,67","13093,31","10888,01",-21.1310997009277,-41.6724014282227
NOROESTE FLUMINENSE,ITALVA,33001022,CE JOAO GUIMARAES,"9183,77","1219,47","5638,23",0,1032,880,13790,"339,47",-21.4185009002686,-41.6925010681152
NOROESTE FLUMINENSE,ITALVA,33001057,CE SEVERINO PEREIRA DA SILVA,"8833,9","953,54","6752,01","2057,6","12175,3","906,6","3410,61","2104,54",-21.3736991882324,-41.6949005126953
NOROESTE FLUMINENSE,ITALVA,33001014,CIEP 141 VEREADOR SAID TANUS JOSE,"29820,09","14371,77","15106,66",7460,"20466,6","10178,8","24460,15","11652,97",-21.4325008392334,-41.690601348877
NOROESTE FLUMINENSE,ITAOCARA,33005990,CE FREI TOMAS,"5833,64","2178,88","26407,6","11036,96","29183,55","12336,55","3057,69","879,29",-21.6707992553711,-42.0759010314941
NOROESTE FLUMINENSE,ITAOCARA,33006571,CE JAIME QUEIROZ DE SOUZA,"1866,17","1585,96",9100,3000,"8964,9","3722,57","2001,27","863,39",-21.6299991607666,-41.9816017150879
NOROESTE FLUMINENSE,ITAOCARA,33006458,CE JOHENIR HENRIQUES VIEGAS,"9147,78","1270,98","6612,63",2172,"8646,3","1694,77","7114,11","1748,21",-21.7618999481201,-42.1758003234863
NOROESTE FLUMINENSE,ITAOCARA,33006296,CE LAURINDO PITA,"1582,9","1265,88","4924,8",2000,"6068,35","2006,7","439,35","1259,18",-21.7259006500244,-41.9917984008789
NOROESTE FLUMINENSE,ITAOCARA,33099278,CIEP 275 LENINE CORTES FALANTE,"39986,4","8245,44","16853,15",7184,"20974,85","10569,61","35864,7","4859,83",-21.6765995025635,-42.0807991027832
NOROESTE FLUMINENSE,ITAOCARA,33006024,EE CORONEL JOSE ANTONIO TEIXEIRA,0,0,0,0,0,0,0,0,-21.7133007049561,-42.1304016113281
NOROESTE FLUMINENSE,ITAPERUNA,33001294,CE BUARQUE DE NAZARETH,"4100,13","1641,33","23465,87",6876,"18263,78","5351,56","9302,22","3165,77",-21.2138996124268,-41.8871002197266
NOROESTE FLUMINENSE,ITAPERUNA,33001456,CE CHEQUER JORGE,"20797,58","10991,48","26162,2",11448,"23666,07","10241,33","23293,71","12198,15",-21.1947994232178,-41.8848991394043
NOROESTE FLUMINENSE,ITAPERUNA,33001286,CE DEZ DE MAIO,"7969,04","4114,61","29071,84",11388,"27310,82","4311,17","9730,06","11191,44",-21.2056007385254,-41.8903999328613
NOROESTE FLUMINENSE,ITAPERUNA,33002312,CE DOUTOR JOSE BASTOS FRANCA,"21433,71","3142,76","16763,44",4260,"11101,98","5402,9","27095,17","1999,86",-21.0991992950439,-42.1136016845703
NOROESTE FLUMINENSE,ITAPERUNA,33002614,CE ETELVINA ALVES DA SILVA,"1571,86","354,68","7088,48",2064,"5563,86","2318,68","3096,48",100,-21.2756004333496,-41.7897987365723
NOROESTE FLUMINENSE,ITAPERUNA,33002827,CE JOSE GARCIA DE FREITAS,"38579,61","11545,97","33892,19",12630,"15418,93","12357,1","57052,87","11818,87",-21.1756992340088,-42.0125007629395
NOROESTE FLUMINENSE,ITAPERUNA,33001650,CE LIONS CLUBE DE ITAPERUNA,"10306,78","12747,55","25684,8",13410,"12700,3","12550,25","23291,28","13607,3",-21.19580078125,-41.9019012451172
NOROESTE FLUMINENSE,ITAPERUNA,33001316,CE LUIZ FERRAZ,"14524,09","9602,33","33578,02",8832,"22192,12","7335,03","25909,99","11099,3",-21.1973991394043,-41.8852005004883
NOROESTE FLUMINENSE,ITAPERUNA,33002258,CE NICOLAO BASTOS FILHO,"24172,5","1873,13","22413,29",5136,"16332,09","2518,85","30253,7","4490,28",-21.1797008514404,-42.1059989929199
NOROESTE FLUMINENSE,ITAPERUNA,33001332,CE ROMUALDO MONTEIRO DE BARROS,"10339,59","2539,7","21572,14",5232,"6646,01","2264,85","25265,72","5506,85",-21.2047996520996,-41.9048004150391
NOROESTE FLUMINENSE,ITAPERUNA,33001359,CE ROTARY,"1591,57","1782,88",8664,3420,"7920,6","3562,6","2334,97","1640,28",-21.2166004180908,-41.8773002624512
NOROESTE FLUMINENSE,ITAPERUNA,33002126,CE SENADOR SA TINOCO,0,1266,"9971,2",3036,"9971,2",4302,0,0,-21.3190002441406,-41.6269989013672
NOROESTE FLUMINENSE,ITAPERUNA,33001278,CIE DE AGROPECUARIA DE ITAPERUNA,"4364,69","10141,36","7664,22",11872,"6430,23","5812,24","5598,68","16201,12",-21.1856002807617,-41.9113006591797
NOROESTE FLUMINENSE,ITAPERUNA,33093890,CIEP 263 LINA BO BARDI,"2576,33","2230,24","29613,59",9956,"22303,7","11373,22","9886,22","813,02",-21.2003002166748,-41.8979988098145
NOROESTE FLUMINENSE,LAJE DO MURIAE,33093555,CIEP 343 PROFESSORA EMILIA DINIZ LIGIERO,"2076,01","5322,58","31649,62","10557,7","19681,28","9561,42","14044,35","6318,86",-21.2124004364014,-42.1156997680664
NOROESTE FLUMINENSE,MIRACEMA,33006679,CE DEODATO LINHARES,"19834,58","642,57","23491,2",11628,"12356,68","6350,96","30969,1","5919,61",-21.4150009155273,-42.1943016052246
NOROESTE FLUMINENSE,MIRACEMA,33006709,CE DOUTOR FERREIRA DA LUZ,"7396,31",1005,"5496,4",2000,"6953,02","2996,3","5939,69","8,7",-21.4164009094238,-42.1963996887207
NOROESTE FLUMINENSE,MIRACEMA,33007101,CE MANOEL RODRIGUES DE BARROS,"779,95","442,17",5278,2000,"4475,5","1239,18","1582,45","1202,99",-21.431999206543,-42.1004981994629
NOROESTE FLUMINENSE,MIRACEMA,33006776,CE PRUDENTE DE MORAES,"5916,91","2505,12","3163,16",2000,"3312,99",665,"5767,08","3840,12",-21.4081001281738,-42.1903991699219
NOROESTE FLUMINENSE,MIRACEMA,33094063,CIEP 267 MARIA APARECIDA LIMA SOUTO TOSTES,"794,88","2263,81","2437,6",3008,"776,96","2520,77","2455,52","2751,04",-21.4039993286133,-42.2029991149902
NOROESTE FLUMINENSE,MIRACEMA,33006660,IE DE MIRACEMA,"1514,05","2339,57","13452,4",3540,"7842,37","4522,58","7124,08","1356,99",-21.4167003631592,-42.19580078125
NOROESTE FLUMINENSE,NATIVIDADE,33131163,CE CORONEL JOSE ROSA DA SILVA,"71,64","2622,74",,,,,"71,64","2622,74",-21.0372009277344,-41.8890991210938
NOROESTE FLUMINENSE,NATIVIDADE,33003394,CE FLAVIO RIBEIRO DE REZENDE,"6338,54","5750,89","12798,4",4440,"14929,17","3270,6","4207,77","6920,29",-21.0356006622314,-41.9863014221191
NOROESTE FLUMINENSE,NATIVIDADE,33003424,CE FRANCISCO PORTELLA,"1590,72","3495,88","17012,8",5484,"11144,31",4032,"7459,21","4947,88",-21.0412006378174,-41.9823989868164
NOROESTE FLUMINENSE,NATIVIDADE,33137196,CE JOAO RODRIGUES FRANCA,"821,85","2044,99","1003,2",2000,"785,54","1619,05","1039,51","2425,94",-20.980899810791,-41.8499984741211
NOROESTE FLUMINENSE,NATIVIDADE,33003386,CIEP 468 OLGA THURLER MENDONCA DA FONSECA,"31809,65","6672,29","17244,74",5948,"12116,33","1622,77","36938,06","10997,52",-21.0431003570557,-41.9613990783691
NOROESTE FLUMINENSE,PORCIUNCULA,33004226,CE DEPUTADO CARLOS PINTO FILHO,"8536,63","3448,8","11045,2","2502,4","9543,46",2800,"10038,37","3151,2",-20.8225002288818,-41.9099998474121
NOROESTE FLUMINENSE,PORCIUNCULA,33004129,CE GERALDINO SILVA,"1404,46","2008,28","3021,2",2000,"3700,05",819,"725,61","3189,28",-20.9307994842529,-41.956600189209
NOROESTE FLUMINENSE,PORCIUNCULA,33003858,CE JOSE DE LANNES DANTAS BRANDAO,"3244,91","1692,96",11552,4560,"11085,99","3205,82","3710,92","3047,14",-20.9683990478516,-42.0395011901855
NOROESTE FLUMINENSE,PORCIUNCULA,33097216,IE ELIANA DUARTE DA SILVA BREIJAO,"16427,71","713,85",18090,6156,"18669,93","6692,5","15847,78","177,35",-20.9676990509033,-42.0425987243652
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33007403,CE ALMIRANTE BARAO DE TEFFE,"28117,32","5924,92","75007,2",10134,"43384,73","11151,11","59739,79","4907,81",-21.5403995513916,-42.1796989440918
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33007420,CE DOUTOR LEONEL HOMEM DA COSTA,"780,84","708,83","9422,7",3408,"9419,52","3246,46","784,02","870,37",-21.5331993103027,-42.1842002868652
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33142319,CE JOAO MAURICIO BRUM,"913,68","4344,14","5217,1",2000,"3061,77","341,76","3069,01","6002,38",-21.6347007751465,-42.2708015441895
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33518211,CE PEDRO BATISTA DE SOUZA,"4795,4","1891,28","7113,6",2808,6014,"3019,92",5895,"1679,36",-21.6583003997803,-42.3410987854004
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33007306,CE RUI GUIMARAES DE ALMEIDA,"5005,31","8149,96","9472,43",3672,0,"182,3","14477,74","11639,66",-21.5482997894287,-42.1743011474609
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33007900,CE TEMISTOCLES DE ALMEIDA,"1093,41","3477,26","3021,2","2007,9","2257,31",845,"1857,3","4640,16",-21.4680004119873,-42.0363998413086
NOROESTE FLUMINENSE,SANTO ANTONIO DE PADUA,33097542,CIEP 469 ANAIDE PANARO CALDAS,"23678,5","1402,31","17436,45",5672,"15600,5","6904,5","25514,45","169,81",-21.5482997894287,-42.1731986999512
NOROESTE FLUMINENSE,SAO JOSE DE UBA,33005664,CE MARIA LENY VIEIRA FERREIRA SILVA,"50883,72","4529,66","18724,07",7368,"16749,39","4184,1","52858,4","7713,56",-21.3598003387451,-41.9429016113281
NOROESTE FLUMINENSE,VARRE-SAI,33004447,CE DOUTOR MIGUEL COUTO FILHO,"6769,83","5491,78","28139,87",8124,"28978,5","9574,86","5931,2","4040,92",-20.9262008666992,-41.8716011047363
NORTE FLUMINENSE,CAMBUCI,33005478,CE OSCAR BATISTA,"1164,38","1906,63","16976,4",4944,"15253,92","2989,89","2886,86","3860,74",-21.4151992797852,-41.812198638916
NORTE FLUMINENSE,CAMBUCI,33004943,CE PROFESSOR MANOEL GONCALVES RAMOS JUNIOR,"3220,84","4278,26",9364,1554,"10082,01","3076,22","2502,83","2756,04",-21.5755004882812,-41.9104995727539
NORTE FLUMINENSE,CAMBUCI,33005362,CE WALDEMIRO PITA,"1962,31","8725,06","8957,2",82416,"10121,25",81700,"798,26","9441,06",-21.4683990478516,-41.9090995788574
NORTE FLUMINENSE,CAMBUCI,33004927,CIEP 276 ERNESTO PAIVA,"12180,08",0,"7749,7",5000,"16092,06","3270,4","3837,72","1729,6",-21.5711002349854,-41.9226989746094
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33012040,CE ALCEBIADES SCHWARTZ,"9659,32","2335,55","4347,2",2000,"6879,07","1689,21","7127,45","2646,34",-21.5020999908447,-41.3455009460449
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011621,CE ALMIRANTE BARROSO,"7460,83","299,57","14086,8",6966,21233,"5690,31","314,63","1575,26",-21.8974990844727,-41.2900009155273
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011427,CE ATILANO CHRYSOSTOMO DE OLIVEIRA,"10569,65","686,46","11248,4",5532,"16990,64","5376,4","4827,41","842,06",-21.8868999481201,-41.2047996520996
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008388,CE BENTA PEREIRA,"93,48","261,35","27785,6",10968,"27324,65","10788,48","554,43","440,87",-21.7791996002197,-41.2999000549316
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008728,CE CONSTANTINO FERNANDES,"56887,47","4881,71","25657,6",10128,"29549,49",9873,"52995,58","5136,71",-21.7791996002197,-41.2999000549316
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011435,CE CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS,"16399,12","3101,59","13782,64",4332,"15935,65","6450,5","14246,11","983,09",-21.830099105835,-41.230598449707
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008396,CE CORONEL JOAO BATISTA DE PAULA BARROSO,"21812,15","14868,71","31859,2",12576,"41412,43","6827,5","12258,92","20617,21",-21.8320007324219,-41.2738990783691
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008736,CE DESEMBARGADOR ALVARO FERREIRA PINTO,"19938,64","95,41","24113,2",8544,"35385,27","5446,51","8666,57","3192,9",-21.8190994262695,-41.2979011535645
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008752,CE DOM OTAVIANO DE ALBUQUERQUE,"7,27","10,97",21616,"9747,6",21614,"9752,4","9,27","6,17",-21.8115005493164,-41.3936996459961
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010650,CE DOUTOR BARROS BARRETO,"14448,6","3118,28","12517,66",4896,"20488,29","2339,7","6477,97","5674,58",-21.94700050354,-41.1343994140625
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008795,CE DOUTOR CESAR TINOCO,"239,95",310,"7459,2",2896,"7462,17",3020,"236,98",186,-21.7210998535156,-41.4016990661621
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008418,CE DOUTOR FELIX MIRANDA,"56425,85","30354,94","40035,2",14316,"52110,2","10266,8","44350,85","34404,14",-21.7208003997803,-41.323299407959
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008817,CE DOUTOR JOAO MURILO CARNEIRO DE OLIVEIRA,"1093,86","184,94","3876,8",2000,"4429,62","2175,82","541,04","9,12",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010889,CE DOUTOR JOSE PEREIRA PINTO,"2428,71","1680,92","3337,99",2000,"3827,77","867,22","1938,93","2813,7",-21.2677993774414,-41.4481010437012
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008841,CE DOUTOR MAXIMO DE AZEVEDO,"15648,22","4144,83","3779,65",2424,"3779,65","2363,53","15648,22","4205,3",-21.7971000671387,-41.2863998413086
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008850,CE DOUTOR PHILLIPPE UEBE,"733,69","581,78","23532,91",9264,"24266,6","7908,38",0,"1937,4",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008434,CE DOUTOR SYLVIO BASTOS TAVARES,"4860,56","359,61","17267,2",6816,"21371,35","5312,6","756,41","1863,01",-21.7747993469238,-41.3227005004883
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008868,CE DOUTOR THIERS CARDOSO,"17609,87","15877,48","37415,2",12016,"52263,64","25445,3","2761,43","2448,18",-21.7782001495361,-41.3050003051758
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011311,CE ESTEFANIA PEREIRA PINTO,"2327,08","8114,36","2480,38","21199,52","2436,3","22299,74","2371,16","7014,14",-21.2164993286133,-41.4635009765625
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008892,CE GENERAL DUTRA,"13876,97","2695,06","19436,4",7692,"23225,06","3908,96","10088,31","6478,1",-21.7369995117188,-41.3269996643066
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008442,CE JOAO PESSOA,"17867,95","126,86","37548,4",11892,"55293,88","11755,26","122,47","263,6",-21.3052005767822,-41.1178016662598
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008450,CE JOSE DO PATROCINIO,"115453,83","19205,35","22392,8",14604,20619,11038,"117227,63","22771,35",-21.75119972229,-41.3431015014648
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008981,CE JOSE FRANCISCO DE SALLES,"35570,93","17987,79","38618,4",10488,"48335,89","8522,6","25853,44","19953,19",-21.7823009490967,-41.3222007751465
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33009007,CE JULIAO NOGUEIRA,"22821,39","4417,68",17112,4680,"14222,7","3806,8","25710,69","5290,88",-21.7504997253418,-41.3530006408691
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011400,CE LEONCIO PEREIRA GOMES,"1546,45","47,87","7661,6",3768,"7689,35","3689,67","1518,7","126,2",-21.8533992767334,-41.2112007141113
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011095,CE MANOEL PEREIRA GONCALVES,"3934,79","888,97","9332,8",3684,"8857,87",4211,"4409,72","361,97",-22.040599822998,-41.0527992248535
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011460,CE MARIA ISABEL RANGEL DE ARAUJO,"24036,82","933,9","5958,4",2352,"7317,85","2863,34","22677,37","422,56",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33011842,CE NELSON PEREIRA REBEL,"65322,76","6318,87","25444,8",9504,"41429,06","9098,8","49338,5","6724,07",-21.6089992523193,-41.3115005493164
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010170,CE NILO FERNANDES PEREIRA,"22874,22","5271,33","12995,75",3948,"24448,76","5248,3","11421,21","3971,03",-21.9857006072998,-41.5028991699219
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008485,CE NILO PECANHA,"6231,21","1386,23","37971,39",14784,"43392,74","16170,23","809,86",0,-21.7593994140625,-41.3245010375977
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010269,CE PAULO ROBERTO DUARTE DE MENDONCA,"40847,22","1255,89","10861,6",4368,"4161,89","2413,45","47546,93","3210,44",-21.8229999542236,-41.4718017578125
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33012083,CE PROFESSOR HERVAL DE SOUZA TAVARES,"855,75","272,21","2997,36",2000,"3832,36","635,02","20,75","1637,19",-21.4461002349854,-41.4057998657227
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008663,CE QUINZE DE NOVEMBRO,"46848,02","22247,13","22222,4",8772,"17550,72","10572,39","51519,7","20446,74",-21.760799407959,-41.326000213623
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33009120,CE ROTARY II,"19963,56","29833,57","48414,31",19008,"55204,97","15912,44","13172,9","32929,13",-21.7231998443604,-41.3117980957031
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010528,CE THEOTONIO FERREIRA DE ARAUJO,"6148,93","11241,21","7691,2","39687,82","7106,87","44455,08","6733,26","6473,95",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008493,CE VISCONDE DO RIO BRANCO,"10577,88","4010,06","9302,4",3672,"10872,01","2189,8","9008,27","5492,26",-21.7581996917725,-41.309700012207
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008272,CIEP 056 CUSTODIO SIQUEIRA,"61242,85","4082,55",20136,8840,"15807,65","7587,8","65571,2","5334,75",-21.7266998291016,-41.4598007202148
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008299,CIEP 057 DOUTOR NILO PECANHA,"21868,48","5401,96","17083,2",7976,"18722,27","7919,36","20229,41","5458,6",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33100411,CIEP 268 LUIZ CARLOS DE LACERDA,"151,17","1759,2","9437,13",5720,"9314,9","7409,3","273,4","69,9",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33094128,CIEP 270 PREFEITO JOSE ALVES DE AZEVEDO,"4649,72",4278,"11399,04",5228,"4258,92",5612,"11789,84",3894,-21.7241992950439,-41.2972984313965
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33094136,CIEP 416 WILSON BATISTA(MUNICIPALIZADA),"4136,61","7412,43",,,,,"4136,61","7412,43",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33099758,CIEP 417 JOSE DO PATROCINIO,"24961,92","14261,76","17169,6",7148,"13137,53",5712,"28993,99","15697,76",-21.7471008300781,-41.3050994873047
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33093938,CIEP 461 CLOVIS TAVARES,"8318,6","12686,74","3862,4",2852,"5544,7","7003,4","6636,3","8535,34",-21.7476997375488,-41.3604011535645
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33097003,CIEP 462 NACAO GOITACA,"157,69","6659,87",9804,4448,"8619,78","10548,12","1341,91","559,75",-21.8292007446289,-41.2622985839844
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33099111,CIEP 463 JOAO BORGES BARRETO,"3245,74","865,47","27069,8",11624,"30185,61","12385,98","129,93","103,49",-21.8101997375488,-41.3908996582031
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33093946,CIEP 466 NINA ARUEIRA,"3878,61","13693,1","10033,92","7949,6","9405,6",5620,"4506,93","16022,7",-21.7985000610352,-41.2859992980957
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33008957,EE JOAQUIM ATAYDE,"135,7","78,33","9947,64",2520,"9224,86","2163,3","858,48","435,03",-21.7868003845215,-41.3827018737793
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33009023,EE MANOEL SIMOES DE REZENDE(MUNICIPALIZADA),"3257,87","801,6",,,,,"3257,87","801,6",0,0
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010315,EE NOTIVAL PEDRO MOLL,"1694,57","0,44","5045,6",2000,"6184,2","1862,8","555,97","137,64",-21.7282009124756,-41.6058006286621
NORTE FLUMINENSE,CAMPOS DOS GOYTACAZES,33010110,LICEU DE HUMANIDADES DE CAMPOS,"16087,85","4013,28",52768,20820,"68047,88","22095,83","807,97","2737,45",-21.7537994384766,-41.3334007263184
NORTE FLUMINENSE,CARAPEBUS,33016070,CE THOMAZ GOMES,"6000,12","30014,07","13591,04",5316,"19023,91",7991,"567,25","27339,07",-22.1648998260498,-41.706298828125
NORTE FLUMINENSE,CARDOSO MOREIRA,33012121,CE BALTAZAR CARNEIRO,"18246,63","16985,26","17365,2",6228,"18962,7",3189,"16649,13","20024,26",-21.4883003234863,-41.6199989318848
NORTE FLUMINENSE,CARDOSO MOREIRA,33098662,CIEP 464 ADMAR FERREIRA DE MEDEIROS,0,"3433,22","2979,2",19553,"2979,2","17864,68",0,"5121,54",-21.4981002807617,-41.6138000488281
NORTE FLUMINENSE,CONCEICAO DE MACABU,33015090,CE BOCAINA,"2502,99",0,"5715,2",2256,"7662,58","2111,62","555,61","144,38",-22.0921001434326,-41.8674011230469
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014760,CE TOBIAS TOSTES MACHADO,"26325,83","4810,56","34862,22",81534,"28121,63","84453,8","33066,42","1890,76",-22.0878518587462,-41.8646543355164
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014736,CIEP 271 JOSE BONIFACIO TASSARA,"2742,39","10172,91","6140,8",34664,"5325,31",32647,"3557,88","12189,91",-22.0762004852295,-41.8730010986328
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014779,EE ANTONIO BARCELLOS,"4639,31","4391,53","3342,94",2000,"4539,9","2882,98","3442,35","3508,55",-22.0736999511719,-41.8658981323242
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014809,EE ELSA BARBOSA DAUMAS,"23719,13","999,06","10412,99",2496,"8350,7",2298,"25781,42","1197,06",-22.0874004364014,-41.855899810791
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014817,EE JOSE DE PAULA BARRETO,"4627,96","2004,16","4081,6",3560,"5154,24","4001,3","3555,32","1562,86",-22.1063995361328,-41.8657989501953
NORTE FLUMINENSE,CONCEICAO DE MACABU,33014833,EE MARIA LOBO VIANA,"27247,65","6394,95","7437,6",2928,"7116,32",3875,"27568,93","5447,95",-22.0846004486084,-41.8686981201172
