DIRETORIA REGIONAL,MUNICÍPIO,CÓDIGO CENSO,UNIDADE ESCOLAR,MERENDA ESTADUAL/FEDERAL SALDO ANTERIOR,MANUTENÇÃO SALDO ANTERIOR,MERENDA ESTADUAL/FEDERAL RECEITA,MANUTENÇÃO RECEITA,MERENDA ESTADUAL/FEDERAL DESPESA,MANUTENÇÃO DESPESA,MERENDA ESTADUAL/FEDERAL SALDO ATUAL,MANUTENÇÃO SALDO ATUAL,LATITUDE,LONGITUDE
METROPOLITANA II,SAO GONCALO,33090904,CE VILA GUARANI,"4118,9","4992,43","13613,6",4488,"10986,12","6105,09","6746,38","3375,34",0,0
METROPOLITANA II,SAO GONCALO,33091200,CE WALTER ORLANDINI,"40368,37","2598,55","65853,74",18720,"63550,76","17479,2","42671,35","3839,35",-22.8327007293701,-43.0741996765137
METROPOLITANA II,SAO GONCALO,33088969,CIEP 041 VITAL BRAZIL,"1905,12","388,19","6633,42","3860,01","7126,68","2806,64","1411,86","1441,56",-22.7966995239258,-43.0140991210938
METROPOLITANA II,SAO GONCALO,33090670,CIEP 050 PABLO NERUDA,"7914,15","2530,6","41478,04",13712,"28558,4","13928,8","20833,79","2313,8",-22.8090000152588,-42.9925003051758
METROPOLITANA II,SAO GONCALO,33088950,CIEP 052 PROFESSORA ROMANDA GOUVEIA GONCALVES,"3946,01","1323,54","24186,4",11408,"15456,67","4227,69","12675,74","8503,85",-22.8111000061035,-43.0671997070312
METROPOLITANA II,SAO GONCALO,33090653,CIEP 121 PROFESSOR JOADELIO CODECO,"2584,69","5302,94",14554,12140,"10372,83","12741,08","6765,86","4701,86",-22.7933006286621,-42.9504013061523
METROPOLITANA II,SAO GONCALO,33090149,CIEP 122 PROFESSOR ERMEZINDA DIONIZIO NECCO,"4430,65","2435,9","35527,92",15704,"32076,12","16922,23","7882,45","1217,67",-22.8225002288818,-42.9842987060547
METROPOLITANA II,SAO GONCALO,33090157,CIEP 126 ALMEDORINA AZEREDO,"7646,75","12010,01","17270,8",12014,"14203,16","6450,45","10714,39","17573,56",-22.8983993530273,-42.9858016967773
METROPOLITANA II,SAO GONCALO,33088861,CIEP 237 JORNALISTA WLADIMIR HERZOG,"4818,68","1538,96",15084,8968,"16960,85","9627,08","2941,83","879,88",-22.8334007263184,-43.0769996643066
METROPOLITANA II,SAO GONCALO,33103909,CIEP 238 DOUTOR ILTON FARIA DA COSTA,"19584,73","1794,08","21766,4",10592,"27793,46","10047,24","13557,67","2338,84",-22.797700881958,-42.9823989868164
METROPOLITANA II,SAO GONCALO,33090688,CIEP 239 PROFESSORA ELZA VIANNA FIALHO,"3847,29","2073,71","27336,4",11012,"25124,78","11584,16","6058,91","1501,55",-22.8073997497559,-42.9636993408203
METROPOLITANA II,SAO GONCALO,33088926,CIEP 240 PROFESSOR HAROLDO TEIXEIRA VALLADAO,"8746,37","294,5",9880,8840,"8381,16","8253,5","10245,21",881,-22.8360004425049,-43.0061988830566
METROPOLITANA II,SAO GONCALO,33091757,CIEP 246 PROFESSORA ADALGISA CABRAL DE FARIA,"40584,3","1230,44","35644,02",12380,"23216,96","6665,99","53011,36","6944,45",-22.8416004180908,-43.0722999572754
METROPOLITANA II,SAO GONCALO,33088942,CIEP 248 PROFESSOR TULIO RODRIGUES PERLINGEIRO,"20745,64","5149,25","10228,4",5372,"11056,88",2416,"19917,16","8105,25",-22.7833003997803,-43.0275001525879
METROPOLITANA II,SAO GONCALO,33088900,CIEP 249 PASTOR WALDEMAR ZARRO,"12676,5","516,28","25353,6",12008,"38030,1","8336,08",0,"4188,2",-22.7840003967285,-43.0121002197266
METROPOLITANA II,SAO GONCALO,33088896,CIEP 306 DEPUTADO DAVID QUINDERE,"4118,23","3241,1","32895,6","13609,1","32039,73","14308,2","4974,1",2542,-22.7840003967285,-43.0121002197266
METROPOLITANA II,SAO GONCALO,33096970,CIEP 309 ZUZU ANGEL,"18914,42","3956,78","28162,09",11228,"33635,21","7458,53","13441,3","7726,25",-22.8621006011963,-43.0051002502441
METROPOLITANA II,SAO GONCALO,33103887,CIEP 408 SERGIO CARDOSO,"10946,36",478,"4438,4",3752,"3094,08",4158,"12290,68",72,-22.8076000213623,-43.0074996948242
METROPOLITANA II,SAO GONCALO,33104182,CIEP 409 ALAIDE DE FIGUEREDO SANTOS,1400,"872,02",29428,"12112,02",26208,"11686,13",4620,"1297,91",-22.8302001953125,-42.9981994628906
METROPOLITANA II,SAO GONCALO,33090173,CIEP 410 PATRICIA GALVAO PAGU,"2394,25","213,15","24523,64",11648,"22912,89","10903,24",4005,"957,91",-22.8505001068115,-42.951301574707
METROPOLITANA II,SAO GONCALO,33096988,CIEP 412 DOUTOR ZERBINI,"7879,98","5857,19","27044,74",16302,"17822,25","16147,2","17102,47","6011,99",-22.8342990875244,-43.0069999694824
METROPOLITANA II,SAO GONCALO,33103879,CIEP 413 ADAO PEREIRA NUNES,"444,59","5550,52","10701,6",5528,"6665,56","7508,4","4480,63","3570,12",-22.8442001342773,-43.0919990539551
METROPOLITANA II,SAO GONCALO,33103925,CIEP 421 DEPUTADA CRISTINA TAVARES,"5036,77","3933,4","7833,6",4628,"9535,51","5066,03","3334,86","3495,37",-22.8451995849609,-42.9420013427734
METROPOLITANA II,SAO GONCALO,33103941,CIEP 422 NICANOR FERREIRA NUNES,"39,57","4508,19","5715,2",4256,"2929,13","8168,77","2825,64","595,42",-22.8421993255615,-43.0229988098145
METROPOLITANA II,SAO GONCALO,33103917,CIEP 423 MORA GUIMARAES,"1755,93","486,26","11908,89",5048,"10362,57","5390,04","3302,25","144,22",-22.8309993743896,-42.9623985290527
METROPOLITANA II,SAO GONCALO,33091099,CIEP 425 PROFESSORA MARLUCY SALLES DE ALMEIDA,0,"2483,38",1293,1366,"914,71","1595,61","378,29","2253,77",-22.8649005889893,-43.0772018432617
METROPOLITANA II,SAO GONCALO,33088870,CIEP 430 CARLOS MARIGHELLA,"0,85","3212,88","17225,69",11966,"13972,91","10120,59","3253,63","5058,29",-22.7700996398926,-43.0559997558594
METROPOLITANA II,SAO GONCALO,33090165,CIEP 440 MAJOR JOAQUIM DE AZEREDO COUTINHO,"5990,09","2349,15","2070,59",2588,"3256,04","3222,55","4804,64","1714,6",-22.8481006622314,-42.9917984008789
METROPOLITANA II,SAO GONCALO,33518238,CIEP 513 GEORGE SAVALLA GOMES - PALHACO CAREQUINHA,"12329,59","7886,01","15906,8",7244,"17967,86","6281,9","10268,53","8848,11",-22.8717002868652,-43.0186996459961
METROPOLITANA II,SAO GONCALO,33103968,CIEP BRIZOLAO 439 LUIZ GONZAGA JUNIOR - GONZAGUINHA,"11762,67","6477,01","22161,6",10748,"16570,78","3969,85","17353,49","13255,16",-22.7966003417969,-43.0133018493652
METROPOLITANA II,SAO GONCALO,33091323,EE ALBERTINA CAMPOS,0,0,0,0,0,0,0,0,-22.8234004974365,-43.0704002380371
METROPOLITANA II,SAO GONCALO,33089337,EE CAPITAO BELARMINO DE MATTOS,"566,22","1706,18","9500,4",3132,"7736,15","3001,15","2330,47","1837,03",-22.7926006317139,-43.0457992553711
METROPOLITANA II,SAO GONCALO,33091854,EE CONEGO GOULART,"6418,65","1319,38","7243,6",2388,"5966,69","1075,65","7695,56","2631,73",-22.8509998321533,-43.0774002075195
METROPOLITANA II,SAO GONCALO,33089370,EE CRUZEIRO DO SUL,"5650,52","82,66",10192,3360,5158,2350,"10684,52","1092,66",-22.8064994812012,-43.0265998840332
METROPOLITANA II,SAO GONCALO,33090394,EE FREDERICO OZANAM,"36282,27","19839,91",10470,2700,0,0,"46752,27","22539,91",-22.8768997192383,-42.986499786377
METROPOLITANA II,SAO GONCALO,33090874,EE LEONOR FRANCO MOREIRA,"11102,18","13165,53","15142,4","17007,68","16955,2","3623,88","9289,38","26549,33",-22.7943992614746,-42.9529991149902
METROPOLITANA II,SAO GONCALO,33090890,EE PROFESSORA ABIGAIL CARDOSO,"335,48","163,87","2614,4",2000,2757,"2156,75","192,88","7,12",-22.7922992706299,-42.9912986755371
METROPOLITANA II,SAO GONCALO,33091897,EE PROFESSORA MARIA NOEMIA LOPES PIRES,0,0,0,0,0,0,0,0,-22.8377990722656,-43.0648002624512
METROPOLITANA II,SAO GONCALO,33090475,EE VITAL BRASIL,"2610,71","1779,16","11928,47",3924,"12001,91","5133,6","2537,27","569,56",-21.8391990661621,-45.4001007080078
METROPOLITANA II,SAO GONCALO,33089841,IE CLELIA NANCI,"77432,97","51778,34",84738,29088,"116876,18","77993,57","45294,79","2872,77",-22.824800491333,-43.0551986694336
METROPOLITANA III,RIO DE JANEIRO,33120692,CAIC THEOPHILO DE SOUZA PINTO,"7546,67","2915,5","23924,8",7644,"13413,25","7009,6","18058,22","3549,9",-22.8654003143311,-43.2720985412598
METROPOLITANA III,RIO DE JANEIRO,33086540,CE ACARI,"6622,45","5086,7","4904,34",2000,"11526,79","3824,8",0,"3261,9",-22.8162994384766,-43.3401985168457
METROPOLITANA III,RIO DE JANEIRO,33074160,CE ADLAI STEVENSON,"10069,32","4550,17","16179,72","6962,17","4539,24","2502,6","21709,8","9009,74",-22.8253993988037,-43.3210983276367
METROPOLITANA III,RIO DE JANEIRO,33071535,CE AGRIPINO GRIECO,"2549,56","3181,14","6140,8",2424,"7024,81","1284,52","1665,55","4320,62",-22.9009990692139,-43.2948989868164
METROPOLITANA III,RIO DE JANEIRO,33074798,CE AMAPA,"823,21","3748,72",8056,3180,"8314,92","3677,4","564,29","3251,32",-22.8444995880127,-43.3389015197754
METROPOLITANA III,RIO DE JANEIRO,33085463,CE ANITA GARIBALDI,"7922,34",844,"10244,8",4044,"10744,34",3546,"7422,8",1342,-22.8162002563477,-43.2258987426758
METROPOLITANA III,RIO DE JANEIRO,33140715,CE ANTONIO HOUAISS,"63828,74","24070,87","42742,4",16872,"84747,75","29626,35","21823,39","11316,52",-22.9097995758057,-43.2939987182617
METROPOLITANA III,RIO DE JANEIRO,33068844,CE BAHIA,"21146,75","9887,32","16507,2",6516,"14242,19","10115,61","23411,76","6287,71",0,0
METROPOLITANA III,RIO DE JANEIRO,33072078,CE BARAO DE MACAUBAS,"3950,24","2275,59","10396,8",4104,"11569,17","4200,1","2777,87","2179,49",-21.6527996063232,-41.7480010986328
METROPOLITANA III,RIO DE JANEIRO,33095078,CE BERNARDO DE VASCONCELOS,"8256,11","2685,11","7417,6",2928,"7890,56","2761,62","7783,15","2851,49",-22.8456001281738,-43.2840003967285
METROPOLITANA III,RIO DE JANEIRO,33071543,CE BOLIVAR,"4373,33","1644,61","3985,46",2000,"4201,67","1880,13","4157,12","1764,48",-22.8948001861572,-43.3016014099121
METROPOLITANA III,RIO DE JANEIRO,33070148,CE BRANT HORTA,"26911,74","3325,95",6536,2580,"7330,67","1241,5","26117,07","4664,45",-22.8355007171631,-43.2879981994629
METROPOLITANA III,RIO DE JANEIRO,33075689,CE CARDEAL ARCOVERDE,"15002,44","7528,36",5320,2100,"1535,94",0,"18786,5","9628,36",-22.8763008117676,-43.3436012268066
METROPOLITANA III,RIO DE JANEIRO,33071551,CE CENTRAL DO BRASIL,"59435,09","22604,48","41830,4",16512,"37449,43","7999,75","63816,06","31116,73",-22.8976993560791,-43.2757987976074
METROPOLITANA III,RIO DE JANEIRO,33075174,CE CHARLES CHAPLIN,"13039,75","1368,88","4681,6",2000,"3443,41",0,"14277,94","3368,88",-22.8791007995605,-43.3522987365723
METROPOLITANA III,RIO DE JANEIRO,33070156,CE CHILE,"3970,76","980,72","9971,2",3936,"9363,57","4765,77","4578,39","150,95",-22.8486995697021,-43.268798828125
METROPOLITANA III,RIO DE JANEIRO,33075182,CE CIDADE DE LISBOA,"4155,76","3261,06","7356,8",2904,"6322,6","1777,95","5189,96","4387,11",-22.8752002716064,-43.3381004333496
METROPOLITANA III,RIO DE JANEIRO,33132887,CE COMPOSITOR MANACEIA JOSE DE ANDRADE,"13885,11","16573,21",25688,10140,"36654,21","12626,49","2918,9","14086,72",-22.8684005737305,-43.3325004577637
METROPOLITANA III,RIO DE JANEIRO,33075719,CE CONDE AFONSO CELSO,"6738,25","278,22","8937,6",3528,"10760,28","2455,6","4915,57","1350,62",-22.8596000671387,-43.3573989868164
METROPOLITANA III,RIO DE JANEIRO,33070164,CE CONDE DE AGROLONGO,"15036,81","2438,67",7508,2984,8520,2596,"14024,81","2826,67",-22.8376007080078,-43.2798004150391
METROPOLITANA III,RIO DE JANEIRO,33140030,CE CONDE PEREIRA CARNEIRO,"15251,99","6280,03","6596,8",2604,"8207,4","2320,67","13641,39","6563,36",-23.0116004943848,-44.3218002319336
METROPOLITANA III,RIO DE JANEIRO,33062277,CE CUBA,"7829,87","2140,14","7524,55",2964,"9727,81",880,"5626,61","4224,14",-22.8213996887207,-43.173900604248
METROPOLITANA III,RIO DE JANEIRO,33558230,CE DEPUTADO PEDRO FERNANDES,"56009,79","15311,06",30256,14880,"56369,25","17650,4","29896,54","12540,66",-22.8062992095947,-43.3193016052246
METROPOLITANA III,RIO DE JANEIRO,33132879,CE DOM HELDER CAMARA,"21137,43","14857,37","34929,6",13788,"35125,21","11909,33","20941,82","16736,04",-21.7472991943359,-41.3460998535156
METROPOLITANA III,RIO DE JANEIRO,33085765,CE DUNSHEE DE ABRANCHES,"9334,09","3658,03","6461,42",2604,"7837,7","2162,4","7957,81","4099,63",-22.7903995513916,-43.1828002929688
METROPOLITANA III,RIO DE JANEIRO,33070172,CE EMBAIXADOR BARROS HURTADO,"3109,9",0,5820,2280,"5612,53","1603,75","3317,37","676,25",-22.8269996643066,-43.3065986633301
METROPOLITANA III,RIO DE JANEIRO,33071578,CE FRANCISCO JOBIM,"4180,05","2156,28","5988,8",2364,"6270,72","3350,42","3898,13","1169,86",-22.9027004241943,-43.2905006408691
METROPOLITANA III,RIO DE JANEIRO,33075760,CE FRANCISCO PALHETA,"1699,09","1939,06",2000,"3982,4","1461,6","5225,24","2237,49","696,22",-22.8645992279053,-43.3660011291504
METROPOLITANA III,RIO DE JANEIRO,33088160,CE GENERAL OSORIO,"1206,79","5445,1","10366,4",4092,"6929,83","3620,5","4643,36","5916,6",0,0
METROPOLITANA III,RIO DE JANEIRO,33069921,CE GOMES FREIRE DE ANDRADE,"45782,71","9938,21","46846,4",18492,"70807,62","26703,99","21821,49","1726,22",-22.809700012207,-43.4118003845215
METROPOLITANA III,RIO DE JANEIRO,33069930,CE HEITOR LIRA,"124411,33","3430,77","65237,6",17592,"64449,88","14041,73","125199,05","6981,04",-22.8299007415771,-43.2752990722656
METROPOLITANA III,RIO DE JANEIRO,33072248,CE HISPANO BRASILEIRO JOAO CABRAL DE MELO NETO,"35202,84","208,79","27526,4","21257,12","16749,92","3272,29","45979,32","18193,62",0,0
METROPOLITANA III,RIO DE JANEIRO,33074038,CE ITALIA,"17606,53","9127,12","10305,6",4068,"9157,98","5334,8","18754,15","7860,32",-22.8411998748779,-43.3478012084961
METROPOLITANA III,RIO DE JANEIRO,33072094,CE JOAO KOPKE,"906,83","3293,01","3921,6",2000,"4828,43","2320,93",0,"2972,08",-22.5510997772217,-43.6769981384277
METROPOLITANA III,RIO DE JANEIRO,33070199,CE JOAO MARQUES DOS REIS,"4794,5","3791,28","6657,6",2628,"3001,44",2377,"8450,66","4042,28",-22.8379993438721,-43.2999992370605
METROPOLITANA III,RIO DE JANEIRO,33140669,CE JORNALISTA TIM LOPES,"363,04","219,06","38516,8",15204,"37700,69","14637,15","1179,15","785,91",-22.8617992401123,-43.2681007385254
METROPOLITANA III,RIO DE JANEIRO,33072183,CE JOSE EDUARDO DE MACEDO SOARES,"5637,47","1560,31",5016,2000,"4992,13","3170,78","5661,34","389,53",-22.9095001220703,-43.2849998474121
METROPOLITANA III,RIO DE JANEIRO,33069948,CE JOSE MARTI,"27385,24","5481,29","12403,2",4896,"10072,74","2047,92","29715,7","8329,37",-22.8419990539551,-43.2681999206543
METROPOLITANA III,RIO DE JANEIRO,33074046,CE JOSUE DE CASTRO,"9956,45","1199,1","7801,46",2796,"2426,51","3055,72","15331,4","939,38",-22.8703002929688,-43.3563995361328
METROPOLITANA III,RIO DE JANEIRO,33072205,CE LAURO SODRE,"1210,44","660,57","4164,8",2000,"4273,83","1992,8","1101,41","667,77",-22.8726997375488,-43.2631988525391
METROPOLITANA III,RIO DE JANEIRO,33085480,CE LEONEL AZEVEDO,"4278,27","12367,41","9326,4",3672,"4767,77","6062,6","8836,9","9976,81",-22.7987003326416,-43.2019004821777
METROPOLITANA III,RIO DE JANEIRO,33075190,CE LUIS DE CAMOES,"1483,46","4492,22","6049,6",2388,"5742,54","6706,22","1790,52",174,-22.8460006713867,-43.3384017944336
METROPOLITANA III,RIO DE JANEIRO,33071586,CE MARANHAO,"4036,98","408,79",7386,2916,"3205,21","1762,76","8217,77","1562,03",-22.5235004425049,-44.1184005737305
METROPOLITANA III,RIO DE JANEIRO,33086583,CE MARECHAL JOAO BAPTISTA DE MATTOS,"39059,01","14296,37","52712,6",20808,"74943,61",26140,16828,"8964,37",-22.8295993804932,-43.3484001159668
METROPOLITANA III,RIO DE JANEIRO,33075204,CE MARQUES REBELO,"12322,57","3856,1","5836,8",2304,"1742,65","2367,53","16416,72","3792,57",-22.8575000762939,-43.3740997314453
METROPOLITANA III,RIO DE JANEIRO,33074151,CE MATO GROSSO,"3060,87","860,7","6945,2",2736,"2637,28","3541,73","7368,79","54,97",0,0
METROPOLITANA III,RIO DE JANEIRO,33127395,CE MINISTRO OROZIMBO NONATO,"28372,9","17,51","6353,6",2508,"7984,19",2508,"26742,31","17,51",-22.8729000091553,-43.2627983093262
METROPOLITANA III,RIO DE JANEIRO,33074054,CE NUN ALVARES PEREIRA,"1843,56","3138,18","5502,4",2172,"4930,72",1180,"2415,24","4130,18",-22.8250007629395,-43.3160018920898
METROPOLITANA III,RIO DE JANEIRO,33124922,CE OLAVO JOSINO DE SALLES,"20053,38","2454,58","8238,4",3252,0,"2886,73","28291,78","2819,85",-22.8696002960205,-43.2853012084961
METROPOLITANA III,RIO DE JANEIRO,33075816,CE OLEGARIO MARIANO,"14877,35",0,9932,3960,"18209,01",3960,"6600,34",0,-22.8458003997803,-43.3517990112305
METROPOLITANA III,RIO DE JANEIRO,33126160,CE OLGA BENARIO PRESTES,"40959,65","13461,37","60617,6",23928,"56004,97","32175,04","45572,28","5214,33",-22.8610000610352,-43.2582015991211
METROPOLITANA III,RIO DE JANEIRO,33074232,CE OLIMPIA DO COUTO,"8656,34",998,"5745,6",2268,"6187,44",3266,"8214,5",0,-22.823299407959,-43.3345985412598
METROPOLITANA III,RIO DE JANEIRO,33071594,CE OLINTO DA GAMA BOTELHO,"46647,52","8781,61","18635,2",7356,"32946,34","15835,93","32336,38","301,68",-22.8852996826172,-43.2911987304688
METROPOLITANA III,RIO DE JANEIRO,33140049,CE OSWALDO TEIXEIRA,"6464,35","1831,95","4276,4",2000,"4010,45","1625,9","6730,3","2206,05",-22.8946990966797,-43.3222999572754
METROPOLITANA III,RIO DE JANEIRO,33075832,CE PARANA,"13142,48","5604,13",4924,2000,"5668,65","823,04","12397,83","6781,09",-6.0,-43.0
METROPOLITANA III,RIO DE JANEIRO,33073368,CE PASTOR MIRANDA PINTO,"1656,59","1479,86",3648,2000,"325,2","2186,03","4979,39","1293,83",-22.8922996520996,-43.2765998840332
METROPOLITANA III,RIO DE JANEIRO,33125740,CE PAULO FREIRE,"62515,81","10255,93",19256,9180,"32397,57","12820,67","49374,24","6615,26",-2.49779009819031,-44.2209014892578
METROPOLITANA III,RIO DE JANEIRO,33072280,CE PERNAMBUCO,"4361,4","2326,2","4499,2",2000,"7998,66",1670,"861,94","2656,2",0,0
METROPOLITANA III,RIO DE JANEIRO,33085498,CE PREFEITO MENDES DE MORAES,"155944,24","26083,69",62320,24600,"109845,88","25639,89","108418,36","25043,8",-22.7928009033203,-43.173999786377
METROPOLITANA III,RIO DE JANEIRO,33117950,CE PROFESSOR AUGUSTO MOTTA,"1466,28","2897,03",6232,2460,"7432,8",2546,"265,48","2811,03",-22.8351993560791,-43.2879981994629
METROPOLITANA III,RIO DE JANEIRO,33068852,CE PROFESSOR CLOVIS MONTEIRO,"59057,08","14061,91","38243,2",15096,"29271,95","21806,9","68028,33","7351,01",-22.8785991668701,-43.2563018798828
METROPOLITANA III,RIO DE JANEIRO,33126267,CE PROFESSOR HORACIO MACEDO,"43343,9","8609,92","18491,2",5304,"36658,3","9444,86","25176,8","4469,06",-22.8824005126953,-43.2588996887207
METROPOLITANA III,RIO DE JANEIRO,33075212,CE PROFESSOR JOSE ACCIOLI,"42226,27","22286,62","48650,4",12528,"54468,01","14245,63","36408,66","20568,99",-22.8644008636475,-43.3683013916016
METROPOLITANA III,RIO DE JANEIRO,33135193,CE PROFESSOR JOSE DE SOUZA MARQUES,"4851,5","4558,55",25536,10080,"30291,48","14482,23","96,02","156,32",-22.8290004730225,-43.2995986938477
METROPOLITANA III,RIO DE JANEIRO,33075220,CE PROFESSOR SOUSA DA SILVEIRA,"7535,08","396,26","6748,8",2664,"6655,62","2150,3","7628,26","909,96",-22.8806991577148,-43.315299987793
METROPOLITANA III,RIO DE JANEIRO,33125317,CE PROFESSORA LUIZA MARINHO,"10606,83","7075,87",40736,16080,"46342,83","21542,87",5000,1613,-22.8686008453369,-43.3497009277344
METROPOLITANA III,RIO DE JANEIRO,33146950,CE PROFESSORA MARIA DE LOURDES DE OLIVEIRA LAVOR - TIA LAVOR,"3731,55","453,13","47454,4",18732,"48579,66","18579,5","2606,29","605,63",-22.8104991912842,-43.1940002441406
METROPOLITANA III,RIO DE JANEIRO,33126852,CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA,"89645,6","25558,31",40796,16104,"53355,05","21954,15","77086,55","19708,16",-22.8787011038924,-43.324433863163
METROPOLITANA III,RIO DE JANEIRO,33085811,CE PROFESSORA MATILDE DE JESUS QUADRADO,"8416,6","5548,01","3769,6",2000,"5844,85","7009,44","6341,35","538,57",0,0
METROPOLITANA III,RIO DE JANEIRO,33139156,CE PROFESSORA SONIA REGINA SCUDESE DESSIMONI PINTO,"27544,54","6138,99",21518,6090,"11914,39",1130,"37148,15","11098,99",-22.8274002075195,-43.2858009338379
METROPOLITANA III,RIO DE JANEIRO,33069956,CE REPUBLICA DE ANGOLA,"6093,67","3523,27","8025,6",3168,"7561,26",4209,"6558,01","2482,27",-22.8346996307373,-43.2678985595703
METROPOLITANA III,RIO DE JANEIRO,33086613,CE REPUBLICA DE CABO VERDE,"5772,2","2627,54","8481,6",3348,"10285,78","3263,22","3968,02","2712,32",-22.8243007659912,-43.3256988525391
METROPOLITANA III,RIO DE JANEIRO,33069964,CE REPUBLICA DE GUINE BISSAU,"1849,51","1402,39","9998,4",3552,"11736,85","1220,2","111,06","3734,19",-22.8173999786377,-43.293098449707
METROPOLITANA III,RIO DE JANEIRO,33071616,CE REPUBLICA DO PERU,"3479,73","10584,88","13328,51",5232,"12684,48","3391,82","4123,76","12425,06",-22.8988990783691,-43.2803993225098
METROPOLITANA III,RIO DE JANEIRO,33074267,CE RODRIGO OTAVIO FILHO,"26000,1","7758,5","8451,2",3336,0,5093,"34451,3","6001,5",-22.8516006469727,-43.3252983093262
METROPOLITANA III,RIO DE JANEIRO,33126259,CE ROSA LUXEMBURGO,"27794,6","11143,76",10032,3960,"12608,36","1930,56","25218,24","13173,2",-22.8924999237061,-43.3241004943848
METROPOLITANA III,RIO DE JANEIRO,33085838,CE ROTARY,"4298,67","4641,22","7660,8",3024,"6019,42","2852,26","5940,05","4812,96",-21.2166004180908,-41.8773002624512
METROPOLITANA III,RIO DE JANEIRO,33069026,CE RUY BARBOSA,"6549,28","816,29","23625,28",6780,"25618,11","2221,84","4556,45","5374,45",-4.07522010803223,-45.173999786377
METROPOLITANA III,RIO DE JANEIRO,33075867,CE SANTOS DUMONT,"15776,6","6969,27","8086,4",3192,0,1500,23863,"8661,27",-21.6791911533988,-41.3118919858564
METROPOLITANA III,RIO DE JANEIRO,33145440,CE SAO JOAO BATISTA,"6797,04","2184,66","3769,6",2000,"4291,37","2638,07","6275,27","1546,59",-22.8265991210938,-43.307201385498
METROPOLITANA III,RIO DE JANEIRO,33075875,CE SENADOR FRANCISCO GALLOTTI,"2697,53","2352,11","4073,6",2000,"3559,2","4346,21","3211,93","5,9",-22.8843994140625,-43.3222999572754
METROPOLITANA III,RIO DE JANEIRO,33069034,CE TENENTE GENERAL NAPION,"39856,72","8398,4","8633,6",3408,"6579,15",2050,"41911,17","9756,4",-22.8469009399414,-43.2467002868652
METROPOLITANA III,RIO DE JANEIRO,33070326,CE TERESA CRISTINA,"2838,26",0,5296,2124,0,0,"8134,26",2124,-22.8271007537842,-43.2876014709473
METROPOLITANA III,RIO DE JANEIRO,33072370,CE VIRGILIO DE MELO FRANCO,"5691,67","2776,39","8451,2",3336,"12676,8",1655,"1466,07","4457,39",-22.9011993408203,-43.3116989135742
METROPOLITANA III,RIO DE JANEIRO,33071969,CE VISCONDE DE CAIRU,"91528,03","26377,21","55236,8",21804,"71230,82","26263,42","75534,01","21917,79",-22.9027996063232,-43.2741012573242
METROPOLITANA III,RIO DE JANEIRO,33075891,CE WALDEMIRO POTSCH,"2057,05","7606,74",3496,2000,"3790,65","9086,18","1762,4","520,56",-22.8705005645752,-43.3552017211914
